Продукт,"Бел, г","Жир, г","Угл, г","Кал, ккал"
Макароны высшего сорта,10.4,1.1,69.7,337.0
Макароны высшего сорта вареные,3.5,0.4,23.2,112.0
Макароны запеченные с яйцом,4.6,8.3,14.8,152.0
Макароны из полбы цельнозерновые,16.9,2.4,67.8,361.0
Макароны конопляные ProfiHemp Здоровое питание,13.4,10.8,66.5,325.0
Макароны молочные,11.5,2.9,67.1,345.0
Макароны первого сорта,10.7,1.3,68.4,335.0
Макзавтрак Блины с джемом,7.0,3.0,57.0,303.0
Макзавтрак Блины с мёдом,7.0,3.0,59.0,308.0
Макзавтрак Блины стандартные,7.0,3.0,45.0,235.0
Макзавтрак двойной МакМаффин с яйцом и свиной котлетой,36.0,41.0,31.0,645.0
Макзавтрак двойной Фреш МакМаффин,27.0,35.0,33.0,560.0
Макзавтрак МакМаффин с яйцом и беконом,17.0,14.0,27.0,310.0
Макзавтрак МакМаффин с яйцом и свиной котлетой,24.0,25.0,27.0,435.0
Макзавтрак МакМаффин с яйцом и сыром,15.0,11.0,27.0,275.0
Макзавтрак МакМаффин со свиной котлетой,17.0,20.0,27.0,360.0
Макзавтрак МакТост,10.0,10.0,30.0,255.0
Макзавтрак МакТост с ветчиной,14.0,11.0,30.0,280.0
Макзавтрак Овсяная каша с джемом,4.0,4.0,35.0,200.0
Макзавтрак Овсяная каша с клюквой и изюмом,4.3,4.0,38.0,212.0
Макзавтрак Овсяная каша с мёдом,4.0,4.0,35.0,210.0
Макзавтрак Овсяная каша стандартная,4.0,4.0,23.0,150.0
Макзавтрак Снек Ролл с омлетом и беконом,16.0,16.0,27.0,320.0
Макзавтрак Снек Ролл с омлетом и свиной котлетой,22.0,26.0,27.0,435.0
Макзавтрак Фреш МакМаффин,18.0,21.0,33.0,400.0
Макзавтрак Хашбраун,1.0,8.0,14.0,135.0
Макзавтрак Чикен Фреш МакМаффин,19.0,13.0,41.0,365.0
Маклюра (Адамово яблоко),0.0,0.0,0.0,
Маковник Сдобная особа,7.5,18.0,50.0,390.0
Макрель,20.7,3.4,0.0,113.0
Макрурус,13.2,0.8,0.0,60.0
Малина,0.8,0.5,8.3,46.0
Малина 4 сезона,0.8,0.5,8.3,39.0
Малина сублимированная,5.1,0.2,63.2,275.0
Малиновый сок,0.8,0.0,24.7,100.0
Мальтоза (солодовый сахар),0.0,0.0,95.3,362.0
Маммея,0.5,0.5,9.5,51.0
Манго,0.5,0.3,11.5,67.0
Манго сушёный,1.5,0.8,81.6,314.0
Манговый сок,0.0,0.0,13.5,54.0
Мангольд,1.8,0.2,3.7,19.0
Мангостан (мангостин),0.6,0.3,14.0,62.0
Мандарин,0.8,0.2,7.5,33.0
Мандарин консервированный,0.6,0.3,8.9,37.0
Мандариновый компот,0.1,0.0,18.1,69.0
Мандариновый сок,0.8,0.3,8.1,36.0
Манная каша на воде,2.5,0.2,16.8,80.0
Манная каша на молоке,3.0,3.2,15.3,98.0
Манная крупа,10.3,1.0,67.4,328.0
Манная крупа Makfa,10.3,1.0,70.6,333.0
Манная крупа Myllyn Paras,12.0,2.0,69.0,348.0
Манная крупа Агро-Альянс,10.0,1.0,69.0,330.0
Манная крупа Мистраль Семолина,14.1,1.6,69.7,348.0
Манная крупа с отрубями БИО Черный хлеб,13.1,4.6,61.5,340.0
Маракуйя,2.4,0.4,13.4,68.0
Маранг,2.5,0.7,27.3,125.0
Маргарин низкокалорийный,0.5,60.0,0.7,545.0
Маргарин Славянский,0.3,82.0,0.1,743.0
Маргарин сливочный,0.5,82.0,0.0,745.0
Маргарин столовый молочный,0.3,82.0,1.0,743.0
Маргарин столовый Сливочник 40%,0.0,40.0,0.0,360.0
Маргарин Экстра,0.5,82.0,1.0,744.0
Марлин,20.1,3.6,0.0,112.0
Мармелад жевательный Fruit-tella Микс,0.0,0.0,82.0,354.0
Мармелад жевательный Haribo Berries,1.0,0.0,84.0,341.0
Мармелад жевательный Haribo Золотой мишка,6.9,0.0,77.0,343.0
Мармелад жевательный Бон Пари Айс Крим,5.5,0.0,76.5,332.0
Мармелад жевательный Бон Пари Бегемотики,4.3,0.0,74.5,321.0
Мармелад жевательный Бон Пари Весёлые челюсти,4.7,0.0,75.2,325.0
Мармелад жевательный Бон Пари Кислые червячки,3.6,0.0,77.2,330.0
Мармелад жевательный Бон Пари Кола,4.4,0.0,75.0,322.0
Мармелад жевательный Бон Пари Машинки,4.8,0.0,75.9,329.0
Мармелад жевательный Бон Пари Медвежата,4.8,0.0,75.7,328.0
Мармелад жевательный Бон Пари Морское царство,4.7,0.0,73.8,320.0
Мармелад жевательный Фру-фру Цветные акулы,3.5,0.0,69.5,294.0
Мармелад Мармеландия Лимонные дольки,0.1,0.0,81.0,326.0
Мармелад фруктово-ягодный,0.4,0.0,76.6,293.0
Мармелад фруктово-ягодный в шоколаде,1.5,9.2,64.2,349.0
Мармеладные дольки,0.0,0.0,86.6,318.0
Марула,0.6,0.5,9.6,48.0
Марципан,6.8,21.2,65.3,479.0
Маршмеллоу,1.8,0.2,81.3,318.0
Масала,15.0,15.0,45.0,379.0
Маслины,2.2,10.5,5.1,166.0
Маслины Бондюэль с косточкой / без косточки,0.8,10.7,6.3,115.0
Масло абрикосовое,0.0,99.9,0.0,899.0
Масло авокадо,0.0,100.0,0.0,884.0
Масло амаранта,0.0,81.8,0.0,736.0
Масло арахисовое,0.0,99.9,0.0,899.0
Масло арахисовое PB2 сухое обезжиренное,37.5,8.3,37.5,375.0
Масло виноградных косточек,0.0,99.9,0.0,899.0
Масло горчичное,0.0,99.8,0.0,898.0
Масло грецкого ореха,0.0,99.8,0.0,898.0
Масло гхи,0.0,100.0,0.0,902.0
Масло зародышей пшеницы,0.0,100.0,0.0,884.0
Масло иланг-иланга,0.0,99.0,0.0,890.0
Масло какао,0.0,99.9,0.0,899.0
Масло канолы,0.0,99.0,0.0,898.0
Масло кедрового ореха,0.0,99.0,0.0,898.0
Масло кокосовое,0.0,99.9,0.0,899.0
Масло конопляное,0.0,99.9,0.0,899.0
Масло кукурузное,0.0,99.9,0.0,899.0
Масло кунжутное,0.0,99.9,0.0,899.0
Масло лимонное,0.0,100.0,0.0,900.0
Масло льняное,0.0,99.8,0.0,898.0
Масло макадамии,9.2,74.6,10.0,708.0
Масло маковое,0.0,99.8,0.0,898.0
Масло миндальное,0.0,90.7,0.0,816.0
Масло мускатного ореха,0.0,100.0,0.1,899.0
Масло облепиховое,0.0,99.5,0.0,896.0
Масло овсяное,0.0,99.0,0.0,890.0
Масло оливковое,0.0,99.8,0.0,898.0
Масло оливковое Monini Classico Extra Vergine,0.0,100.0,0.0,900.0
Масло ореховое,0.0,100.0,0.0,899.0
Масло пальмовое,0.0,99.9,0.0,899.0
Масло подсолнечное,0.0,99.9,0.0,900.0
Масло рапсово-соевое,0.0,99.9,0.0,899.0
Масло рапсовое,0.0,99.9,0.0,899.0
Масло растительное нерафинированное,0.0,99.0,0.0,899.0
Масло растительное рафинированное,0.0,99.0,0.0,899.0
Масло расторопши,0.0,98.0,0.0,889.0
Масло репейное,0.0,100.0,0.0,930.0
Масло рисовое Kohinoor Rice Bran Oil,0.0,91.5,0.0,824.0
Масло рыжиковое,0.0,99.0,0.0,900.0
Масло сафлоровое,0.0,100.0,0.0,880.0
Масло сливочное,0.5,82.5,0.8,748.0
Масло сливочное 60%,1.3,60.0,1.7,552.0
Масло сливочное 67%,1.0,67.0,1.6,610.0
Масло сливочное Брест-Литовск несолёное 72.5%,0.8,72.5,1.3,661.0
Масло сливочное Валио 82%,0.7,82.0,0.7,740.0
Масло сливочное Вкуснотеево традиционное 82.5%,0.6,82.5,0.8,748.0
Масло сливочное крестьянское несолёное 72.5%,1.0,72.5,1.4,662.0
Масло сливочное крестьянское солёное 72.5%,1.0,72.5,1.4,662.0
Масло соевое,0.0,99.9,0.0,899.0
Масло топлёное,0.2,99.0,0.0,892.0
Масло тыквенное,0.0,99.5,0.0,896.0
Масло хлопковое,0.0,99.0,0.0,899.0
Масло ши (карите),0.0,98.0,0.0,884.0
Масло шишек хмеля,0.0,99.0,0.0,897.0
Масло шоколадное,1.5,62.0,18.6,642.0
Масляная рыба,18.8,4.2,0.0,112.0
Масляная рыба копченая,18.0,12.0,0.0,180.0
Маслята маринованные Золотая Долина,3.0,0.5,1.4,18.0
Маслята свежие,2.4,0.7,1.7,19.0
Мастика сахарная,0.0,1.0,96.0,393.0
Мать-и-мачеха,0.0,0.0,0.0,1.0
Мафальдине,12.0,1.5,72.2,350.0
Махи-махи (корифена),18.5,0.7,0.0,85.0
Маца,10.5,1.3,69.9,312.0
Мацони из козьего молока,2.9,4.4,3.2,64.0
Мацони из коровьего молока,2.8,3.2,3.6,54.0
Мацони из коровьего молока маложирный,2.9,1.5,3.6,40.0
Маш-салат,1.1,0.0,3.5,23.0
Мёд,0.8,0.0,81.5,329.0
Мёд акациевый,0.8,0.0,71.0,288.0
Мёд вересковый,0.8,0.0,81.5,329.0
Мёд гречишный,0.5,0.0,76.8,309.0
Мёд дягилевый,0.2,0.0,82.0,329.0
Мёд искусственный,0.0,0.0,77.0,308.0
Мёд липовый,0.6,0.0,79.7,323.0
Мёд майский,0.3,0.0,82.4,331.0
Мёд монофлорный,0.8,0.0,80.3,324.0
Мёд падевый,0.8,0.0,80.3,324.0
Мёд подсолнечный,1.0,0.0,79.0,320.0
Мёд рапсовый,0.8,0.0,81.5,329.0
Мёд цветочный,0.3,0.0,80.1,322.0
Медвежье мясо,20.1,8.3,0.0,155.0
Меланж яичный,12.7,11.5,0.7,157.0
Мелисса лекарственная,3.7,0.4,8.0,49.0
Мелотрия (Африканский огурец),0.8,0.1,2.5,14.0
Меренги (безе),2.6,20.8,60.5,440.0
Мерланг,17.5,2.0,0.0,88.0
Меч-рыба,19.7,6.7,0.0,144.0
Мидии жареные,11.2,1.6,0.0,59.0
Мидии консервированные,17.5,2.0,0.0,88.0
Мидии маринованные,7.0,1.1,7.2,67.0
Мидии отварные,9.1,1.5,0.0,50.0
Микрозелень,2.6,0.1,5.0,31.0
Микрозелень гороха Botanica Farm,3.0,0.6,1.4,23.0
Микрозелень подсолнечника Botanica Farm,3.0,0.6,1.4,23.0
Микрозелень редиса Botanica Farm,3.0,0.6,1.4,23.0
Микс семян для прорастания,15.6,3.4,15.6,156.0
Миндаль обезжиренный (миндальный жмых),37.9,18.8,37.7,418.0
Миндаль сладкий,18.6,57.7,16.2,645.0
Миндальные лепестки,22.0,58.0,12.0,650.0
Миндальный экстракт,0.1,0.1,0.1,
Мини круассаны 7 Days с кокосовым кремом,7.0,26.3,42.0,433.0
Мини круассаны 7 Days с кремом ваниль,7.0,26.3,44.0,441.0
Мини круассаны 7 Days с кремом варёная сгущенка,8.0,26.3,44.0,445.0
Мини круассаны 7 Days с кремом какао,7.0,26.3,44.0,441.0
Мини круассаны 7 Days с кремом карамель,6.0,26.3,44.5,441.0
Мини круассаны 7 Days с начинкой вишня,6.0,16.0,52.0,380.0
Мини круассаны 7 Days с начинкой клубника,6.0,16.3,52.0,379.0
Мини-печенье Медвежонок Барни для завтрака медовое,8.0,14.5,68.0,430.0
Мини-печенье Медвежонок Барни для завтрака шоколадное,8.3,15.5,67.0,430.0
Минога,17.5,2.0,0.0,88.0
Минога маринованная,17.5,2.0,0.0,88.0
Минтай (печень),6.0,50.0,0.0,474.0
Минтай (филе),16.0,1.0,0.0,72.0
Минтай в кляре,17.1,16.4,15.2,281.0
Минтай отварной,17.6,1.0,0.0,79.0
Минтай под маринадом,13.5,12.6,11.0,211.0
Минтай свежий,15.9,0.9,0.0,72.0
Миньонет,10.9,3.2,38.0,255.0
Миринда,0.0,0.0,7.5,31.0
Мирпуа,1.8,0.0,7.8,38.0
Мисо,12.3,5.5,24.6,197.0
Многозерновая кашка 5 злаков Heinz без молока,6.9,1.8,83.0,374.0
Многозерновая кашка Heinz Любопышки банан клубника йогуртная,13.0,10.9,65.0,410.0
Многозерновая кашка Heinz Любопышки слива абрикос черника молочная,13.0,11.0,66.0,414.0
Можжевельник,0.0,0.0,31.0,116.0
Мойва весенняя,13.1,7.1,0.0,116.0
Мойва жареная,20.0,30.3,4.2,369.0
Мойва копченая,18.0,22.0,0.0,270.0
Мойва маринованная,13.8,18.1,0.0,217.0
Мойва осенняя,13.6,18.1,0.0,217.0
Мойва свежая,13.4,11.5,0.0,157.0
Мойва соленая,13.6,18.1,0.0,217.0
Моллюски,16.7,1.1,0.0,77.0
Молоки рыбьи,16.0,2.9,0.0,90.0
Молоко,3.2,3.6,4.8,64.0
Молоко 0.1% (обезжиренное),2.0,0.1,4.8,31.0
Молоко 0.5%,2.8,0.5,4.9,35.0
Молоко 0.7%,3.3,0.7,4.7,38.0
Молоко 1%,3.3,1.0,4.8,41.0
Молоко 1.5%,2.8,1.5,4.7,44.0
Молоко 2.5%,2.8,2.5,4.7,52.0
Молоко 3.2%,2.9,3.2,4.7,59.0
Молоко 3.2% (пастеризованное),2.8,3.2,4.7,58.0
Молоко 3.6%,2.8,3.6,4.7,62.0
Молоко 4.5%,3.1,4.5,4.7,72.0
Молоко Parmalat низколактозное 1.8%,3.0,1.8,4.7,47.0
Молоко Агуша с витаминами А и С 3.2%,2.9,3.2,4.7,59.0
Молоко Агуша с лактулозой 2.5%,3.0,3.2,4.5,59.0
Молоко Агуша Я Сам! Иммунити 2.5%,2.9,2.5,4.8,53.0
Молоко белковое,4.3,1.0,6.4,52.0
Молоко буйволиное,4.0,7.8,4.9,106.0
Молоко верблюжье,4.0,5.1,4.9,82.0
Молоко из кешью органическое EcoMil,1.0,2.8,1.6,37.0
Молоко имбирное,1.2,1.0,1.5,21.0
Молоко кислое,2.2,2.5,3.5,60.0
Молоко кобылье,2.2,1.0,5.8,41.0
Молоко козье,3.6,3.3,4.8,68.0
Молоко козье Село Зелёное,2.8,5.6,4.7,80.0
Молоко кокосовое Aroy-D,1.6,18.5,2.0,181.0
Молоко кокосовое Blue Dragon,1.8,14.9,2.7,152.0
Молоко кокосовое Chaokoh Less Fat,1.0,7.5,1.3,75.0
Молоко кокосовое Sen Soy,1.0,6.0,3.0,70.0
Молоко кокосовое сгущенное King Island,1.3,26.6,52.8,456.0
Молоко коровье свежее,2.9,3.5,4.7,62.0
Молоко кунжутное,3.1,8.1,14.2,142.0
Молоко Млада 3.2%,3.0,3.2,4.7,60.0
Молоко овечье,6.5,7.7,4.8,110.0
