Name,Weight,TypeOfIngredient,Index
Мука,200.0,гр.,175
Яйцо,1.0,шт.,175
Сливочное масло,80.0,гр.,175
Соль,0.0,по вкусу,175
Ваниль,0.0,по вкусу,175
Начинка,0.0,заголовок,175
Рикотта,500.0,гр.,175
Сахарная пудра,130.0,гр.,175
Яйцо,4.0,шт.,175
Кукурузный крахмал,1.0,ст.л.,175
Сливки 33-35%,120.0,мл.,175
Лимон,1.0,шт.,175
Темный шоколад,70.0,гр.,175
Какао немного для присыпки,0.0,по вкусу,175
Тесто,0.0,заголовок,176
Мука пшеничная высший сорт,450.0,гр.,176
Мука пшеничная цельнозерновая,150.0,гр.,176
Холодная вода,250.0,мл.,176
Яйцо,2.0,шт.,176
Оливковое масло,2.0,ст.л.,176
Соль,2.0,ч.л.,176
Начинка,0.0,заголовок,176
Свинина,300.0,гр.,176
Говядина,300.0,гр.,176
Репчатый лук,1.0,шт.,176
Куриный бульон,0.0,по вкусу,176
Черный перец,0.0,по вкусу,176
Лавровый лист,0.0,по вкусу,176
Соль,0.0,по вкусу,176
Чеснок,0.0,по вкусу,176
"Сливочное масло, сметана для подачи",0.0,по вкусу,176
Яблоко,700.0,гр.,177
Мука,150.0,гр.,177
Яйцо,2.0,шт.,177
Сахар,200.0,гр.,177
Сливочное масло,110.0,гр.,177
Молоко,240.0,мл.,177
Разрыхлитель,0.0,мало,177
Ваниль,1.0,шт.,177
Корица,1.0,ч.л.,177
Лимон,1.0,шт.,177
Соль,0.0,по вкусу,177
Сахарная пудра или корица для обсыпки при подаче,0.0,по вкусу,177
Говядина,500.0,гр.,178
Свинина,200.0,гр.,178
Чеснок,1.0,шт.,178
Репчатый лук,0.0,по вкусу,178
Яйцо,1.0,шт.,178
Петрушка,0.0,по вкусу,178
Панировочные сухари,40.0,гр.,178
Пармезан,40.0,гр.,178
Черный перец,0.0,по вкусу,178
Соль,0.0,по вкусу,178
Приправа итальянские травы,0.0,по вкусу,178
Оливковое масло,0.0,по вкусу,178
Соус,0.0,заголовок,178
Консервированные томаты в собственном соку,200.0,мл.,178
Помидоры черри,100.0,гр.,178
Базилик,0.0,по вкусу,178
Чеснок,0.0,по вкусу,178
Куриный бульон,120.0,мл.,178
Красное сухое вино,120.0,мл.,178
Оливковое масло,0.0,по вкусу,178
Приправа итальянские травы,0.0,по вкусу,178
Черный перец,0.0,по вкусу,178
Соль,0.0,по вкусу,178
Цветная капуста,1.0,шт.,179
Молоко,300.0,мл.,179
Сливочное масло,80.0,гр.,179
Панировочные сухари,60.0,гр.,179
Пармезан,40.0,гр.,179
Яйцо,4.0,шт.,179
Мускатный орех,0.0,по вкусу,179
Соль,0.0,по вкусу,179
Индейка,600.0,гр.,180
Белые сушеные грибы,100.0,гр.,180
Сливочное масло,3.0,ст.л.,180
Оливковое масло,3.0,ст.л.,180
Репчатый лук,1.0,шт.,180
Чеснок,0.0,по вкусу,180
Куриный бульон,200.0,мл.,180
Белое сухое вино,200.0,мл.,180
Петрушка,0.0,по вкусу,180
Желток,2.0,шт.,180
Сок лимона,0.0,по вкусу,180
"Соль,черный перец по вкусу",0.0,по вкусу,180
Задняя говяжья голяшка на кости + мякоть,2.0,кг.,181
Лук репчатый,1.0,шт.,181
Морковь,1.0,шт.,181
Корень сельдерея,0.0,по вкусу,181
Чеснок,1.0,шт.,181
Черный перец горошком,1.0,ч.л.,181
Лавровый лист,3.0,шт.,181
Тимьян,0.0,по вкусу,181
Соль,0.0,по вкусу,181
Растительное масло,0.0,по вкусу,181
Куриная грудка,1.0,шт.,182
Салат романо,1.0,шт.,182
Хлебные ломтики,30.0,гр.,182
Пармезан,0.0,по вкусу,182
Пармская ветчина,0.0,по вкусу,182
Заправка,0.0,заголовок,182
Натуральный йогурт,100.0,гр.,182
Чеснок,1.0,шт.,182
Филе анчоуса,2.0,шт.,182
Паприка,0.0,мало,182
Вустерский соус,0.0,по вкусу,182
Форель,1.0,кг.,183
Соль,3.0,ст.л.,183
Сахар,2.0,ст.л.,183
Приправа фенхель,0.0,мало,183
Кориандр,0.0,мало,183
Ягоды можжевельника,4.0,шт.,183
Черный перец горошком,4.0,шт.,183
Утка,2.0,кг.,184
Рисовый уксус,2.0,ст.л.,184
Соевый соус,0.0,по вкусу,184
Мед,0.0,по вкусу,184
Темное кунжутное масло,3.0,ст.л.,184
Имбирь молотый,0.0,по вкусу,184
Лепёшки,8.0,шт.,184
Соус хойсин,0.0,по вкусу,184
Огурец,4.0,шт.,184
Зеленый лук,0.0,по вкусу,184
Форель,1.0,шт.,185
Кресс-салат,0.0,по вкусу,185
Сметана,200.0,гр.,185
Огурец,2.0,шт.,185
Лимон,0.0,по вкусу,185
Перец розе,0.0,по вкусу,185
Черный перец,0.0,по вкусу,185
Соль,0.0,по вкусу,185
Спаржа для гарнира,0.0,по вкусу,185
Свиная корейка,700.0,гр.,186
Чернослив,360.0,гр.,186
Морковь,1.0,шт.,186
Лук репчатый,1.0,шт.,186
Чеснок,1.0,шт.,186
Розмарин,0.0,по вкусу,186
Тимьян,0.0,по вкусу,186
Растительное масло,0.0,по вкусу,186
Сливочное масло,0.0,по вкусу,186
Соус,0.0,заголовок,186
Куриный бульон,120.0,мл.,186
Яблочный сок,120.0,мл.,186
Винный уксус,30.0,мл.,186
Сахар,30.0,гр.,186
Баклажан,0.0,по вкусу,187
Помидоры черри,12.0,шт.,187
Кедровые орехи,50.0,гр.,187
Творожный сыр,100.0,гр.,187
Базилик,0.0,по вкусу,187
Мята,0.0,по вкусу,187
Соус кисло-сладкий,3.0,ст.л.,187
Оливковое масло,3.0,ст.л.,187
Кукурузный крахмал,2.0,ст.л.,187
"Масло для фритюра, соль, черный перец",0.0,по вкусу,187
Творог,500.0,гр.,188
Яйцо,1.0,шт.,188
Ванильный сахар,1.0,ст.л.,188
Сахар,1.0,ст.л.,188
Манка,1.0,ст.л.,188
Кукурузный крахмал,1.0,ст.л.,188
Утиная грудка,2.0,шт.,189
Апельсин,1.0,шт.,189
Руккола,100.0,гр.,189
Микс из листьев,100.0,гр.,189
Манго,2.0,шт.,189
Авокадо,1.0,шт.,189
Горчица,1.0,ч.л.,189
Приправа карри,0.0,по вкусу,189
Черный перец,0.0,по вкусу,189
Соль,0.0,по вкусу,189
Оливковое масло,0.0,по вкусу,189
Говядина,1.0,кг.,190
Для маринада,0.0,заголовок,190
Красное сухое вино,1.0,шт.,190
Оливковое масло,3.0,ст.л.,190
Чеснок,0.0,по вкусу,190
Тимьян,1.0,ч.л.,190
Розмарин,1.0,ч.л.,190
Кориандр,1.0,ч.л.,190
Черный перец,1.0,ч.л.,190
Соль,0.0,по вкусу,190
Огурец,4.0,шт.,191
Авокадо,2.0,шт.,191
Кинза,0.0,по вкусу,191
Кешью,100.0,гр.,191
Оливковое масло,0.0,по вкусу,191
Соевый соус,0.0,по вкусу,191
Лайм,0.0,по вкусу,191
Кунжутное семя,0.0,по вкусу,191
Лосось,400.0,гр.,192
Феттучини,250.0,гр.,192
Шампиньоны,4.0,шт.,192
Белое сухое вино,100.0,мл.,192
Сыр с голубой плесенью,100.0,гр.,192
Молоко,100.0,мл.,192
Пармезан,0.0,по вкусу,192
Оливковое масло,0.0,по вкусу,192
Тимьян,0.0,по вкусу,192
Базилик,0.0,по вкусу,192
"Соль, свежемолотый перец по вкусу",0.0,по вкусу,192
Утиная грудка,2.0,шт.,193
Для маринада,0.0,заголовок,193
Соевый соус,2.0,ст.л.,193
Кунжутное масло,2.0,ст.л.,193
Лайм,1.0,шт.,193
Соль,0.0,по вкусу,193
Коричневый сахар,0.0,по вкусу,193
Гарнир,0.0,заголовок,193
Баклажан,1.0,шт.,193
Грибы вешенки,0.0,по вкусу,193
Соевый соус,1.0,ст.л.,193
Кинза,0.0,по вкусу,193
Кунжутное семя,1.0,ст.л.,193
Чеснок,0.0,по вкусу,193
Лук шалот,1.0,шт.,193
Тесто,0.0,заголовок,194
Мука,700.0,гр.,194
Сметана,200.0,гр.,194
Сливочное масло,200.0,гр.,194
Яйцо,2.0,шт.,194
Сахар,1.0,ст.л.,194
Соль,1.0,ч.л.,194
Сода,0.0,мало,194
Начинка,0.0,заголовок,194
Форель,400.0,гр.,194
Судак,700.0,гр.,194
Лук шалот,4.0,шт.,194
Сливочное масло,50.0,гр.,194
Для смазывания пирожков перед запеканием – яйцо 1 шт.,1.0,шт.,194
Для бульона,0.0,заголовок,195
Рыба,1.0,заголовок,195
Лук-порей,1.0,шт.,195
Корень сельдерея,150.0,гр.,195
Репчатый лук,1.0,шт.,195
Белое вино,75.0,мл.,195
Оливковое масло,2.0,ст.л.,195
Петрушка,0.0,по вкусу,195
Тимьян,0.0,по вкусу,195
Лавровый лист,2.0,шт.,195
Черный перец горошком,2.0,шт.,195
Наполнение,0.0,заголовок,195
Цукини,1.0,шт.,195
Морковь,1.0,шт.,195
Огурец,0.0,по вкусу,195
Укроп,0.0,по вкусу,195
Цыпленок,2.0,шт.,196
Приправа карри,0.0,по вкусу,196
Паприка,0.0,по вкусу,196
Тыква,600.0,гр.,196
Кинза,0.0,по вкусу,196
Кунжутное семя,2.0,ст.л.,196
Для маринада,0.0,заголовок,196
Корень имбиря,0.0,по вкусу,196
Чеснок,0.0,по вкусу,196
Апельсин,2.0,шт.,196
Соевый соус,0.0,по вкусу,196
"Соль,оливкове масло",0.0,по вкусу,196
Тесто,0.0,заголовок,197
Мука,300.0,гр.,197
Вода,150.0,мл.,197
Желток,1.0,шт.,197
Соль,0.0,по вкусу,197
Растительное масло,5.0,ст.л.,197
Начинка,0.0,заголовок,197
Яблоко,4.0,шт.,197
Ванильный сахар,2.0,ст.л.,197
Сахар,120.0,гр.,197
Корица,1.0,ч.л.,197
Орехи,100.0,гр.,197
Изюм,100.0,гр.,197
Песочное печенье,120.0,гр.,197
Лимон,1.0,шт.,197
Ром,3.0,ст.л.,197
Сливочное масло,60.0,гр.,197
Сахарная пудра,0.0,по вкусу,197
Куриный бульон,1.0,шт.,198
Креветки,10.0,шт.,198
Лист кафрского лайма,5.0,шт.,198
Лимонное сорго,0.0,по вкусу,198
Корень галангала,30.0,гр.,198
Перец Чили,3.0,шт.,198
Помидоры черри,150.0,гр.,198
Грибы,200.0,гр.,198
Рыбный соус,60.0,мл.,198
Лайм,60.0,мл.,198
Кокосовые сливки,60.0,мл.,198
Кинза,0.0,по вкусу,198
Чеснок,0.0,по вкусу,198
Дополнительно: готовая паста том ям или креветочная паста -1 ст.л. Рис для подачи-100 гр.,100.0,гр.,198
Мука пшеничная,250.0,гр.,199
Сливочное масло,150.0,гр.,199
Яйцо,2.0,шт.,199
Коричневый сахар,150.0,гр.,199
Натуральный йогурт,125.0,мл.,199
Разрыхлитель,1.0,ч.л.,199
Ванильный сахар,1.0,ст.л.,199
Черный шоколад,100.0,гр.,199
Грецкий орех,100.0,гр.,199
Груша,0.0,по вкусу,199
Мука,250.0,гр.,200
Яйцо,3.0,шт.,200
Сахар,250.0,гр.,200
Яблоко,4.0,шт.,200
Апельсиновый сок,150.0,мл.,200
Растительное масло,150.0,мл.,200
Разрыхлитель,1.0,ч.л.,200
Корица,1.0,ч.л.,200
Грецкий орех,50.0,гр.,200
Сахарная пудра,0.0,по вкусу,200
"Вместо части орехов можно добавить немного изюма, заранее замоченного в апельсиновом соке (из рецепта, 50 мл)",50.0,мл.,200
Говядина,400.0,гр.,201
Красный лук шалот,1.0,шт.,201
Кинза,0.0,по вкусу,201
Зеленый стручковый горошек,100.0,гр.,201
Кунжутное семя,1.0,ст.л.,201
Заправка,0.0,заголовок,201
Лаймовый сок,1.0,ст.л.,201
Сухой перец чили,0.0,по вкусу,201
Рыбный соус,2.0,ст.л.,201
Коричневый сахар,1.0,ч.л.,201
Жасминовый рис -100 гр.,100.0,гр.,201
Куриная грудка,4.0,шт.,202
Творожный сыр,150.0,гр.,202
Бекон,0.0,по вкусу,202
Базилик,0.0,по вкусу,202
Чеснок,0.0,по вкусу,202
Картофель,6.0,шт.,202
Розмарин,0.0,по вкусу,202
Тимьян,0.0,по вкусу,202
"Соль,перец по вкусу.Кулинарная нить.",0.0,по вкусу,202
Сибас,2.0,шт.,203
Кольраби,1.0,шт.,203
Авокадо,1.0,шт.,203
Помидоры черри,0.0,по вкусу,203
Чеснок,0.0,по вкусу,203
Сливки 20 %,200.0,мл.,203
Сыр с голубой плесенью,30.0,гр.,203
Каперсы,30.0,гр.,203
Тимьян,0.0,по вкусу,203
Оливковое масло,0.0,по вкусу,203
"Соль, перец, мускатный орех и другие специи.",0.0,по вкусу,203
Куриная грудка,3.0,шт.,204
Ветчина,0.0,по вкусу,204
Моцарелла,100.0,гр.,204
Базилик,0.0,по вкусу,204
Тимьян,0.0,по вкусу,204
Чеснок,0.0,по вкусу,204
Белое сухое вино,200.0,мл.,204
Оливковое масло,3.0,ст.л.,204
Специи для птицы,0.0,по вкусу,204
"Соль,перец по вкусу",0.0,по вкусу,204
Творог,500.0,гр.,205
Яйцо,3.0,шт.,205
Манка,5.0,ст.л.,205
Сахар,4.0,ст.л.,205
Сметана,200.0,гр.,205
Ванильный сахар,1.0,ст.л.,205
Соль,0.0,по вкусу,205
Свежие ягоды,100.0,гр.,205
Тесто,0.0,заголовок,206
Мука,400.0,гр.,206
Сахар,250.0,гр.,206
Яйцо,3.0,шт.,206
Сливочное масло,250.0,гр.,206
Молоко,100.0,мл.,206
Разрыхлитель,1.0,ч.л.,206
Ванильный сахар,7.0,гр.,206
Корица,0.0,по вкусу,206
Начинка,0.0,заголовок,206
Яблоко,8.0,шт.,206
Мед,100.0,гр.,206
Грецкий орех,100.0,гр.,206
Корица,0.0,по вкусу,206
Копченые свиные ребра,500.0,гр.,207
Горох,500.0,гр.,207
Репчатый лук,1.0,шт.,207
Морковь,1.0,шт.,207
Картофель,2.0,шт.,207
Чеснок,0.0,по вкусу,207
Лавровый лист,2.0,шт.,207
Черный перец горошком,5.0,шт.,207
Петрушка,0.0,по вкусу,207
Мука,400.0,гр.,208
Яйцо,2.0,шт.,208
Молоко,3.0,шт.,208
Сахар,3.0,ст.л.,208
Соль,1.0,ч.л.,208
Сода,1.0,ч.л.,208
Растительное масло,2.0,ст.л.,208
Сливочное масло,0.0,по вкусу,208
Баранья нога,2.0,кг.,209
Соевый соус,3.0,ст.л.,209
Темное кунжутное масло,2.0,ст.л.,209
Лайм,1.0,шт.,209
Мед,1.0,ст.л.,209
Кинза,1.0,шт.,209
Чеснок,0.0,по вкусу,209
Соль,0.0,по вкусу,209
Перец,0.0,по вкусу,209
Кукуруза,0.0,по вкусу,210
Кунжутное масло,0.0,по вкусу,210
Соль,0.0,по вкусу,210
Копчёная паприка,0.0,по вкусу,210
Судак,1.0,шт.,211
Соевый соус,1.0,ст.л.,211
Кунжутное масло,1.0,ст.л.,211
Кинза,0.0,по вкусу,211
Чеснок,0.0,по вкусу,211
Лимон,0.0,по вкусу,211
Соль,0.0,по вкусу,211
Перец Чили,0.0,по вкусу,211
Смесь перцев,0.0,по вкусу,211
Судак,1.0,шт.,212
Бальзамический уксус,1.0,ст.л.,212
Оливковое масло,1.0,ст.л.,212
Мята,0.0,по вкусу,212
Эстрагон,0.0,по вкусу,212
Лимон,0.0,по вкусу,212
Приправа итальянские травы,0.0,по вкусу,212
Смесь перцев,0.0,по вкусу,212
Соль,0.0,по вкусу,212
Тесто,0.0,заголовок,213
Мука,200.0,гр.,213
Сахарная пудра,100.0,гр.,213
Сливочное масло,80.0,гр.,213
Ванильный сахар,7.0,гр.,213
Соль,0.0,по вкусу,213
Яйцо,1.0,шт.,213
Начинка,0.0,заголовок,213
Творог,250.0,гр.,213
Сливки 33-35%,250.0,мл.,213
Желатин,10.0,гр.,213
Ванильный сахар,1.0,шт.,213
Сахарная пудра,100.0,гр.,213
Голубика,50.0,гр.,213
Ежевика,50.0,гр.,213
Утиные ножки,2.0,шт.,214
Кунжутное масло,2.0,ст.л.,214
Соевый соус,2.0,ст.л.,214
Сладкий соус чили,0.0,по вкусу,214
Сок лайма,0.0,по вкусу,214
Кунжут,1.0,ст.л.,214
Сахар,1.0,ч.л.,214
Соль,0.0,по вкусу,214
Гарнир 1,1.0,заголовок,214
Фунчоза,100.0,гр.,214
Зеленый стручковый горошек,0.0,по вкусу,214
Кешью,50.0,гр.,214
Болгарский перец,1.0,шт.,214
Морковь,1.0,шт.,214
Кинза,0.0,по вкусу,214
Кунжут,1.0,ст.л.,214
Растительное масло,0.0,по вкусу,214
Репчатый лук,0.0,по вкусу,214
Гарнир 2,0.0,заголовок,214
Грибы шимеджи,300.0,гр.,214
Репчатый лук,1.0,шт.,214
Чеснок,1.0,шт.,214
Кинза,0.0,по вкусу,214
Растительное масло,0.0,по вкусу,214
Соль,0.0,по вкусу,214
Цукини,1.0,шт.,215
Баклажан,1.0,шт.,215
Шампиньоны,6.0,шт.,215
Болгарский перец,1.0,шт.,215
Помидор,1.0,шт.,215
Чеснок,0.0,по вкусу,215
Пармезан,30.0,гр.,215
Тимьян,0.0,по вкусу,215
Базилик,0.0,по вкусу,215
Приправа,0.0,по вкусу,215
Оливковое масло,2.0,ст.л.,215
Гарнир 1,1.0,заголовок,216
Овощи,0.0,по вкусу,216
Дополнительно,0.0,заголовок,216
Оливковое масло,0.0,по вкусу,216
Специи,0.0,заголовок,216
Базилик,0.0,по вкусу,216
Розмарин,0.0,по вкусу,216
Тимьян,0.0,по вкусу,216
Чеснок,0.0,по вкусу,216
Лисички,400.0,гр.,217
Помидоры,4.0,шт.,217
Огурец,4.0,шт.,217
Репчатый лук,1.0,шт.,217
Сливочное масло,0.0,по вкусу,217
Оливковое масло,0.0,по вкусу,217
Сметана,200.0,гр.,217
Морковь,1.0,шт.,217
Тимьян,0.0,по вкусу,217
Петрушка,0.0,по вкусу,217
Соль,0.0,по вкусу,217
Феттучини,200.0,гр.,218
Лисички,300.0,гр.,218
Репчатый лук,1.0,шт.,218
Чеснок,0.0,по вкусу,218
Тимьян,0.0,по вкусу,218
Сливки 20 %,250.0,мл.,218
Пармезан,50.0,гр.,218
Сливочное масло,0.0,по вкусу,218
Оливковое масло,0.0,по вкусу,218
Соль,0.0,по вкусу,218
Свежемолотый перец,0.0,по вкусу,218
Говядина,700.0,гр.,219
Тыква,300.0,гр.,219
Белый хлеб,150.0,гр.,219
Молоко,150.0,мл.,219
Яичный белок,2.0,шт.,219
Кукурузный крахмал,2.0,ст.л.,219
Репчатый лук,1.0,шт.,219
Соль,0.0,по вкусу,219
Черный перец,0.0,по вкусу,219
Говяжья печень,700.0,гр.,220
Сало,70.0,гр.,220
Репчатый лук,1.0,шт.,220
Яичный белок,2.0,шт.,220
Кукурузный крахмал,3.0,ст.л.,220
Соль,0.0,по вкусу,220
Черный перец,0.0,по вкусу,220
Растительное масло,0.0,по вкусу,220
Клубника,300.0,гр.,221
Мука,350.0,гр.,221
Кукурузный крахмал,2.0,ст.л.,221
Разрыхлитель,1.0,ст.л.,221
Яйцо,2.0,шт.,221
Сливочное масло,150.0,гр.,221
Сахар,200.0,гр.,221
Сметана,5.0,ст.л.,221
Молоко,120.0,мл.,221
Ванильный сахар,7.0,гр.,221
Соль,0.0,по вкусу,221
Куриный бульон,0.0,по вкусу,222
Кукуруза мини,150.0,гр.,222
Редька дайкон,150.0,гр.,222
Зеленый стручковый горошек,150.0,гр.,222
Морковь,100.0,гр.,222
Имбирь,1.0,шт.,222
Соевый соус,5.0,ст.л.,222
Васаби,0.0,по вкусу,222
Фунчоза,50.0,гр.,222
Соль,0.0,по вкусу,222
Для подачи,0.0,заголовок,222
Кинза,0.0,по вкусу,222
Для бульона,0.0,заголовок,222
Морковь,1.0,шт.,222
Корень сельдерея,0.3333333333333333,шт.,222
Лук порей,1.0,шт.,222
Лавровый лист,2.0,шт.,222
Черный перец горошком,2.0,шт.,222
Цыпленок,1.0,шт.,222
Тесто,0.0,заголовок,223
Мука,300.0,гр.,223
Сливочное масло,160.0,гр.,223
Яйцо,1.0,шт.,223
Ванильный сахар,1.0,ст.л.,223
Соль,0.0,по вкусу,223
Начинка,0.0,заголовок,223
Ревень,500.0,гр.,223
Сахар,100.0,гр.,223
Натуральный йогурт,120.0,гр.,223
Миндаль,80.0,гр.,223
Яйцо,1.0,шт.,223
Ванильный сахар,1.0,ст.л.,223
Дополнительно,0.0,заголовок,223
Сливочное масло,0.0,по вкусу,223
Сахар,0.0,по вкусу,223
Курица,1.0,кг.,224
Соль,0.0,по вкусу,224
Черный перец,0.0,по вкусу,224
Для маринада,0.0,заголовок,224
Кетчуп,150.0,мл.,224
Томатный сок,150.0,мл.,224
Винный уксус,2.0,ст.л.,224
Чеснок,0.0,по вкусу,224
Молотая зира,1.0,ч.л.,224
Приправа карри,1.0,ч.л.,224
Кукурузное масло,2.0,ст.л.,224
Острый соус,0.0,по вкусу,224
Коричневый сахар,1.0,ч.л.,224
Тесто,0.0,заголовок,225
Мука,250.0,гр.,225
Сливочное масло,125.0,гр.,225
Желток,1.0,шт.,225
Ванильный сахар,1.0,ст.л.,225
Соль,0.0,по вкусу,225
Холодная вода,2.0,ст.л.,225
Начинка,0.0,заголовок,225
Творог,600.0,гр.,225
Сахар,150.0,гр.,225
Кокосовая стружка,2.0,ст.л.,225
Кукурузный крахмал,1.0,ст.л.,225
Цедра лимона,0.0,по вкусу,225
Сливочное масло,50.0,гр.,225
Яйцо,2.0,шт.,225
Начинка 2,0.0,заголовок,225
Клубника,500.0,гр.,225
Сахар,50.0,гр.,225
Ванильный сахар,1.0,ст.л.,225
Кукурузный крахмал,2.0,ст.л.,225
Для подачи,0.0,заголовок,225
Клубника,0.0,по вкусу,225
Курица,1.0,кг.,226
Кокосовое молоко,400.0,мл.,226
Соевый соус,2.0,ст.л.,226
Приправа карри,1.0,ст.л.,226
Лимонный сок,0.0,по вкусу,226
Кинза или зелень горошка,0.0,по вкусу,226
Помидор,2.0,шт.,227
Огурец,2.0,шт.,227
Болгарский перец,1.0,шт.,227
Цветная капуста,0.0,по вкусу,227
Петрушка,0.0,по вкусу,227
Укроп,0.0,по вкусу,227
Стручковый горох,150.0,гр.,227
Чеснок,0.0,по вкусу,227
Растительное масло,0.0,по вкусу,227
Соль,0.0,по вкусу,227
Свежемолотый перец,0.0,по вкусу,227
Курица,1.0,шт.,228
Лимонный сок,1.0,шт.,228
Цедра лимона,1.0,шт.,228
Горчица,2.0,ст.л.,228
Кукурузное масло,4.0,ст.л.,228
Мед,0.0,по вкусу,228
Специи для птицы,0.0,по вкусу,228
"Соль,перец по вкусу",0.0,по вкусу,228
Стебель сельдерея,4.0,шт.,229
Яблоко,1.0,шт.,229
Сыр с голубой плесенью,70.0,гр.,229
Салатные листья,0.0,по вкусу,229
Кедровые орехи,0.0,по вкусу,229
Красный виноград,0.0,по вкусу,229
Заправка,0.0,заголовок,229
Оливковое масло,3.0,ст.л.,229
Мед,1.0,шт.,229
Лимонный сок,0.0,по вкусу,229
Соль,0.0,по вкусу,229
Специи для салата,0.0,по вкусу,229
Тесто,0.0,заголовок,230
Мука,250.0,гр.,230
Сливочное масло,125.0,гр.,230
Холодная вода,4.0,ст.л.,230
Соль,3.0,гр.,230
Куриная грудка,600.0,гр.,231
Сладкий перец,50.0,гр.,231
Тыква,50.0,гр.,231
Зеленый стручковый горошек,50.0,гр.,231
Для маринада,0.0,заголовок,231
Арахисовая паста,2.0,ст.л.,231
Горчица,1.0,ст.л.,231
Оливковое масло,2.0,ст.л.,231
"Соль,перец по вкусу",0.0,по вкусу,231
Баранина,1.0,кг.,232
Овощи,1.0,кг.,232
Помидоры,5.0,шт.,232
Репчатый лук,3.0,шт.,232
Лавровый лист,2.0,шт.,232
Зира (кумин),1.0,ст.л.,232
Растительное масло,8.0,ст.л.,232
"Соль,перец по вкусу",0.0,по вкусу,232
Брокколи,500.0,гр.,233
Вёшенки,200.0,гр.,233
Лук шалот,1.0,шт.,233
Чеснок,1.0,шт.,233
Сухой орегано,1.0,ч.л.,233
Мускатный орех,0.0,мало,233
Сухой майоран,1.0,ч.л.,233
Бальзамический крем,0.0,по вкусу,233
Сливочное масло,0.0,по вкусу,233
Оливковое масло,0.0,по вкусу,233
Для подачи,0.0,заголовок,233
Моцарелла,0.0,по вкусу,233
Свежий базилик,0.0,по вкусу,233
Помидоры черри,0.0,по вкусу,233
Сладкий перец,0.0,по вкусу,234
Сладкий перец,0.0,по вкусу,234
Шампиньоны,5.0,шт.,234
Брокколи,0.0,по вкусу,234
Морковь,1.0,шт.,234
Чеснок,0.0,по вкусу,234
Кукуруза мини,5.0,шт.,234
Кинза,0.0,по вкусу,234
Кунжутное семя,1.0,ст.л.,234
Соевый соус,1.0,шт.,234
Устричный соус,1.0,шт.,234
Кунжутное масло,0.0,по вкусу,234
Растительное масло,0.0,по вкусу,234
Хлеб зерновой,3.0,шт.,235
Лосось слабосоленая,12.0,шт.,235
Творожный сыр,0.0,по вкусу,235
Укроп,0.0,по вкусу,235
Перец розовый,0.0,по вкусу,235
Говядина,800.0,гр.,236
Бекон,120.0,гр.,236
Морковь,200.0,гр.,236
Шампиньоны,200.0,гр.,236
Лук шалот,2.0,шт.,236
Красное сухое вино,0.0,мл.,236
Чеснок,0.0,по вкусу,236
Мука,1.0,ст.л.,236
Сливочное масло,30.0,гр.,236
Букет трав,0.0,заголовок,236
Лавровый лист,2.0,шт.,236
Душистый перец,5.0,шт.,236
Тимьян,0.0,по вкусу,236
Стебель петрушки,0.0,по вкусу,236
Мидии,450.0,гр.,237
Спагетти,250.0,гр.,237
Сыр с голубой плесенью,70.0,гр.,237
Сливки 20 %,200.0,мл.,237
Сливочное масло,10.0,гр.,237
Чеснок,0.0,по вкусу,237
Петрушка,0.0,по вкусу,237
Соль,0.0,по вкусу,237
Перец,0.0,по вкусу,237
Картофель,400.0,гр.,238
Яйцо,1.0,шт.,238
Мука,1.0,ст.л.,238
Чеснок,1.0,шт.,238
Растительное масло,0.0,по вкусу,238
Соль,0.0,по вкусу,238
Перец,0.0,по вкусу,238
Для подачи,0.0,заголовок,238
Форель,0.0,по вкусу,238
Творожный сыр,150.0,гр.,238
Петрушка,0.0,по вкусу,238
Укроп,0.0,по вкусу,238
Рыба,0.0,заголовок,239
Семга,1.0,шт.,239
Специи,0.0,заголовок,239
Соль,0.0,по вкусу,239
Сахар,0.0,по вкусу,239
Приправа фенхель,0.0,по вкусу,239
Кориандр,0.0,по вкусу,239
Ягоды можжевельника,4.0,шт.,239
Перец,0.0,по вкусу,239
Творог,500.0,гр.,240
Яйцо,1.0,шт.,240
Сахар,1.0,ст.л.,240
Ванильный сахар,1.0,ч.л.,240
Мука,0.0,по вкусу,240
Манка,1.0,ст.л.,240
Сливочное масло,0.0,по вкусу,240
Соль,0.0,по вкусу,240
Тесто,0.0,заголовок,241
Мука,300.0,гр.,241
Сливочное масло,150.0,гр.,241
Сахар,1.0,шт.,241
Соль,0.0,по вкусу,241
Яйцо,1.0,шт.,241
Начинка,0.0,заголовок,241
Клубника,150.0,гр.,241
Сливки,200.0,мл.,241
Желток,2.0,шт.,241
Кукурузный крахмал,0.0,по вкусу,241
Сахар,100.0,гр.,241
Ваниль,1.0,шт.,241
Треска,600.0,гр.,242
Печень трески,100.0,гр.,242
Белок,1.0,шт.,242
Укроп,0.0,по вкусу,242
Петрушка,0.0,по вкусу,242
Панировочные сухари,0.0,по вкусу,242
Для подачи,0.0,заголовок,242
Зеленый лук,0.0,по вкусу,242
"Растительное масло, соль, перец",0.0,по вкусу,242
Картофель,300.0,гр.,243
Чеснок,0.0,по вкусу,243
Розмарин,0.0,по вкусу,243
Оливковое масло,0.0,по вкусу,243
"Соль, перец",0.0,по вкусу,243
Спаржа,250.0,гр.,244
Грибы вешенки,250.0,гр.,244
Лапша гречневая,150.0,гр.,244
Темное кунжутное масло,1.0,ст.л.,244
